DATE,TIME(UTC),RAIN_HOURLY(mm),RAIN_DAILY(mm),TEMP(C),TEMP_MIN(C),TEMP_MAX(C),TEMP_MIN_MAX_DAY(C),DEW_POINT(C),RH(%),WIND_DIR_10m(deg),WIND_SPEED_10m(kt),WIND_MAX/GUST_10m(kt),SLP(hPa),MSLP(hPa)
01-01-2025,00:00:00,0,0,16.7,16.4,29.6,23,15.5,93,194,1,1,950.9,1015
01-01-2025,00:15:00,0,0,16.8,16.4,29.6,23,15.6,93,142,0,1,950.7,1014.8
01-01-2025,00:30:00,0,0,16.6,16.4,29.6,23,15.4,93,311,0,1,950.9,1015.1
01-01-2025,00:45:00,0,0,16.6,16.4,29.6,23,15.4,93,280,1,1,951,1015.2
01-01-2025,01:00:00,0,0,16.5,16.3,29.6,22.95,15.5,94,321,0,1,951.2,1015.4
01-01-2025,01:15:00,0,0,16.5,16.3,29.6,22.95,15.5,94,338,0,0,951.4,1015.6
01-01-2025,01:30:00,0,0,16.3,16.1,29.6,22.85,15.3,94,130,0,1,951.5,1015.8
01-01-2025,01:45:00,0,0,16.3,16,29.6,22.8,15.3,94,251,0,1,951.5,1015.8
01-01-2025,02:00:00,0,0,16.3,16,29.6,22.8,15.3,94,296,0,1,951.9,1016.2
01-01-2025,02:15:00,0,0,16.6,16,29.6,22.8,15.8,95,353,0,2,952,1016.2
01-01-2025,02:30:00,0,0,17.1,16,29.6,22.8,16.2,95,238,1,1,952.2,1016.3
01-01-2025,02:45:00,0,0,18.5,16,29.6,22.8,17.6,95,135,0,1,952.5,1016.3
01-01-2025,03:00:00,0,0,19.6,16,19.7,17.85,18.7,95,183,0,1,952.7,1016.3
01-01-2025,03:15:00,0,0,21,19.6,21.1,20.35,19.6,92,107,1,1,952.7,1016
01-01-2025,03:30:00,0,0,22.6,19.6,22.7,21.15,19.5,83,58,1,3,953,1016
01-01-2025,03:45:00,0,0,23.8,19.6,23.9,21.75,18.2,71,68,1,4,953.2,1015.9
01-01-2025,04:00:00,0,0,24.7,19.6,24.8,22.2,18.2,67,90,1,4,953.4,1015.9
01-01-2025,04:15:00,0,0,25,19.6,25.2,22.4,18,65,105,3,7,953.5,1016
01-01-2025,04:30:00,0,0,25.3,19.6,25.5,22.55,17.3,61,100,5,9,953.4,1015.8
01-01-2025,04:45:00,0,0,25.5,19.6,25.8,22.7,17.2,60,98,7,11,953.5,1015.9
01-01-2025,05:00:00,0,0,25.9,19.6,26.1,22.85,17.6,60,114,5,13,953.5,1015.8
01-01-2025,05:15:00,0,0,26.4,19.6,26.5,23.05,17.5,58,92,6,12,953.4,1015.6
01-01-2025,05:30:00,0,0,26.8,19.6,27.1,23.35,17,55,95,8,12,953.2,1015.3
01-01-2025,05:45:00,0,0,27.1,19.6,27.3,23.45,17.6,56,86,7,12,953.2,1015.2
01-01-2025,06:00:00,0,0,27.5,19.6,27.7,23.65,17.4,54,108,8,14,953,1014.9
01-01-2025,06:15:00,0,0,27.8,19.6,28.1,23.85,17.1,52,110,8,13,952.7,1014.5
01-01-2025,06:30:00,0,0,27.9,19.6,28.3,23.95,17.2,52,94,8,14,952.5,1014.3
01-01-2025,06:45:00,0,0,28.4,19.6,29,24.3,17,50,128,7,14,952.2,1013.8
01-01-2025,07:00:00,0,0,28.8,19.6,29,24.3,17.1,49,112,7,15,952.2,1013.8
01-01-2025,07:15:00,0,0,29,19.6,29.3,24.45,16.6,47,103,7,12,951.7,1013.2
01-01-2025,07:30:00,0,0,29.1,19.6,29.3,24.45,17,48,100,7,13,951.5,1013
01-01-2025,07:45:00,0,0,29.2,19.6,29.4,24.5,16.8,47,101,6,12,951.2,1012.6
01-01-2025,08:00:00,0,0,29.5,19.6,29.8,24.7,16.1,44,133,8,13,950.7,1012
01-01-2025,08:15:00,0,0,29.8,19.6,30,24.8,16.7,45,110,6,12,950.5,1011.7
01-01-2025,08:30:00,0,0,29.9,19.6,30,24.8,16.4,44,103,6,10,950.2,1011.4
01-01-2025,08:45:00,0,0,30,19.6,30.2,24.9,16.5,44,168,4,12,950,1011.2
01-01-2025,09:00:00,0,0,30.2,19.6,30.3,24.95,16.3,43,136,3,13,949.7,1010.8
01-01-2025,09:15:00,0,0,30.2,19.6,30.4,25,16,42,138,4,12,949.5,1010.6
01-01-2025,09:30:00,0,0,30.6,19.6,31,25.3,15.9,41,105,5,9,949.4,1010.4
01-01-2025,09:45:00,0,0,30.7,19.6,31.1,25.35,16,41,125,4,8,949.2,1010.2
01-01-2025,10:00:00,0,0,30.7,19.6,31.1,25.35,16.4,42,111,5,12,949,1010
01-01-2025,10:15:00,0,0,30.7,19.6,31.1,25.35,16,41,149,4,9,948.9,1009.9
01-01-2025,10:30:00,0,0,30.6,19.6,31.1,25.35,15.9,41,110,4,10,948.7,1009.7
01-01-2025,10:45:00,0,0,30.6,19.6,31.1,25.35,16.7,43,111,2,10,948.7,1009.7
01-01-2025,11:00:00,0,0,30.3,19.6,31.1,25.35,16.4,43,115,4,8,948.7,1009.7
01-01-2025,11:15:00,0,0,30.2,19.6,31.1,25.35,16.7,44,133,3,7,948.7,1009.7
01-01-2025,11:30:00,0,0,29.9,19.6,31.1,25.35,16.4,44,150,2,6,948.9,1010
01-01-2025,11:45:00,0,0,29.5,19.6,31.1,25.35,16.4,45,177,2,7,949,1010.2
01-01-2025,12:00:00,0,0,28.9,28.9,31.1,30,16.2,46,131,4,7,949.2,1010.6
01-01-2025,12:15:00,0,0,28.5,28.5,29,28.75,16.2,47,158,1,5,949.4,1010.8
01-01-2025,12:30:00,0,0,26.9,26.8,29,27.9,17.7,57,228,1,2,949.5,1011.3
01-01-2025,12:45:00,0,0,25.4,25.5,29,27.25,17.4,61,271,1,2,949.7,1011.8
01-01-2025,13:00:00,0,0,24.4,24.4,29,26.7,17.6,66,275,1,2,949.7,1012
01-01-2025,13:15:00,0,0,23.8,23.8,29,26.4,17.5,68,320,1,2,949.9,1012.4
01-01-2025,13:30:00,0,0,23.1,23.2,29,26.1,17.3,70,273,1,2,950,1012.6
01-01-2025,13:45:00,0,0,22.6,22.7,29,25.85,17.1,71,289,1,2,950,1012.8
01-01-2025,14:00:00,0,0,22.2,22.2,29,25.6,17.1,73,257,0,1,950,1012.8
01-01-2025,14:15:00,0,0,21.9,21.9,29,25.45,17.3,75,340,0,1,950.4,1013.3
01-01-2025,14:30:00,0,0,21.5,21.5,29,25.25,17.1,76,149,0,1,950.7,1013.7
01-01-2025,14:45:00,0,0,21.5,21.4,29,25.2,17.1,76,288,1,3,951,1014.1
01-01-2025,15:00:00,0,0,21.2,21.1,29,25.05,17.2,78,2,2,2,951.2,1014.3
01-01-2025,15:15:00,0,0,21.2,21.1,29,25.05,17.4,79,342,0,2,951.4,1014.6
01-01-2025,15:30:00,0,0,21.2,21.1,29,25.05,17,77,260,1,1,951.7,1014.9
01-01-2025,15:45:00,0,0,21.2,21.1,29,25.05,17,77,287,1,2,951.9,1015.1
01-01-2025,16:00:00,0,0,21,21,29,25,17,78,313,1,2,952,1015.2
01-01-2025,16:15:00,0,0,20.7,20.8,29,24.9,16.7,78,2,1,1,952,1015.3
01-01-2025,16:30:00,0,0,20.5,20.5,29,24.75,16.5,78,272,1,2,952.2,1015.6
01-01-2025,16:45:00,0,0,20.3,20.3,29,24.65,16.1,77,266,1,2,952.2,1015.6
01-01-2025,17:00:00,0,0,20.1,20.1,29,24.55,16.1,78,269,1,2,952.2,1015.7
01-01-2025,17:30:00,0,0,19.9,19.9,29,24.45,15.9,78,279,1,2,951.9,1015.4
01-01-2025,17:45:00,0,0,19.7,19.7,29,24.35,16.1,80,276,1,1,951.7,1015.2
01-01-2025,18:00:00,0,0,19.3,19.4,29,24.2,15.9,81,266,1,2,951.7,1015.3
01-01-2025,18:15:00,0,0,19.2,19.2,29,24.1,16,82,253,1,2,951.5,1015.1
01-01-2025,18:30:00,0,0,19.1,19.1,29,24.05,16.1,83,271,0,1,951.5,1015.1
01-01-2025,18:45:00,0,0,18.8,18.8,29,23.9,16,84,276,2,2,951.4,1015.1
01-01-2025,19:00:00,0,0,18.8,18.7,29,23.85,16.4,86,279,1,2,951.2,1014.9
01-01-2025,19:15:00,0,0,18.6,18.5,29,23.75,16.5,88,308,1,1,951.2,1014.9
01-01-2025,19:30:00,0,0,18.5,18.4,29,23.7,16.6,89,281,1,2,951.2,1014.9
01-01-2025,19:45:00,0,0,18.4,18.3,29,23.65,16.5,89,265,1,1,951.2,1015
01-01-2025,20:00:00,0,0,18.3,18.3,29,23.65,16.6,90,263,1,2,951.2,1015
01-01-2025,20:15:00,0,0,18.2,18.2,29,23.6,16.5,90,292,0,1,951,1014.8
01-01-2025,20:30:00,0,0,18.1,18,29,23.5,16.6,91,261,0,1,951,1014.8
01-01-2025,20:45:00,0,0,18,17.9,29,23.45,16.5,91,303,1,1,950.9,1014.7
01-01-2025,21:00:00,0,0,17.6,17.7,29,23.35,16.1,91,355,0,1,950.7,1014.6
01-01-2025,21:15:00,0,0,17.5,17.4,29,23.2,16.1,92,21,0,1,950.5,1014.4
01-01-2025,21:30:00,0,0,17.4,17.3,29,23.15,16,92,299,0,1,950.5,1014.5
01-01-2025,21:45:00,0,0,17.2,17.1,29,23.05,16,93,242,0,1,950.4,1014.4
01-01-2025,22:00:00,0,0,17.2,17.1,29,23.05,16,93,296,0,0,950.2,1014.2
01-01-2025,22:15:00,0,0,17,16.9,29,22.95,15.8,93,269,0,1,950.2,1014.2
01-01-2025,22:30:00,0,0,16.9,16.8,29,22.9,15.9,94,298,0,1,950.2,1014.2
01-01-2025,22:45:00,0,0,16.4,16.4,29,22.7,15.2,93,71,0,1,950,1014.1
01-01-2025,23:00:00,0,0,16.3,16,29,22.5,15.3,94,282,1,1,950,1014.2
01-01-2025,23:15:00,0,0,16.2,16,29,22.5,15.2,94,278,0,1,950,1014.2
01-01-2025,23:30:00,0,0,16.3,16,29,22.5,15.3,94,251,0,1,950,1014.2
01-01-2025,23:45:00,0,0,16.3,16,29,22.5,15.5,95,263,0,1,950,1014.2
02-01-2025,00:00:00,0,0,16,16,29,22.5,15.2,95,351,0,1,950,1014.2
02-01-2025,00:15:00,0,0,16,15.9,29,22.45,15.2,95,304,0,1,950.2,1014.5
02-01-2025,00:30:00,0,0,15.9,15.9,29,22.45,15.1,95,261,1,1,950.2,1014.5
02-01-2025,00:45:00,0,0,15.8,15.7,29,22.35,15,95,284,1,1,950.5,1014.8
02-01-2025,01:00:00,0,0,15.5,15.4,29,22.2,14.7,95,251,1,1,950.5,1014.9
02-01-2025,01:15:00,0,0,15.5,15.4,29,22.2,14.7,95,302,0,1,950.7,1015.1
02-01-2025,01:30:00,0,0,15.6,15.4,29,22.2,14.9,96,269,1,1,951,1015.4
02-01-2025,01:45:00,0,0,15.6,15.4,29,22.2,14.9,96,282,0,1,951.2,1015.6
02-01-2025,02:00:00,0,0,15.5,15.4,29,22.2,14.8,96,269,0,1,951.4,1015.8
02-01-2025,02:15:00,0,0,15.7,15.4,29,22.2,15,96,276,1,2,951.7,1016.1
02-01-2025,02:30:00,0,0,16.6,15.4,29,22.2,15.9,96,268,0,1,951.9,1016.1
02-01-2025,02:45:00,0,0,17.7,15.4,29,22.2,17,96,96,0,1,952.2,1016.2
02-01-2025,03:00:00,0,0,19,15.4,19,17.2,18.3,96,147,1,2,952.4,1016.1
02-01-2025,03:15:00,0,0,20,19,20.2,19.6,19.1,95,121,1,3,952.5,1016
02-01-2025,03:30:00,0,0,21.1,19,21.2,20.1,19.4,90,105,4,5,952.7,1016
02-01-2025,03:45:00,0,0,22.8,19,22.8,20.9,17.5,72,100,3,5,953,1015.9
02-01-2025,04:00:00,0,0,23.5,19,23.6,21.3,17,67,110,3,7,953.2,1016
02-01-2025,04:15:00,0,0,23.8,19,24,21.5,16.1,62,112,6,9,953.2,1015.9
02-01-2025,04:30:00,0,0,24.3,19,24.4,21.7,15.8,59,107,6,9,953.2,1015.8
02-01-2025,04:45:00,0,0,25.1,19,25.4,22.2,16,57,86,4,8,953.2,1015.6
02-01-2025,05:00:00,0,0,25.6,19,25.9,22.45,15.9,55,120,4,8,953.2,1015.5
02-01-2025,05:15:00,0,0,26,19,26.3,22.65,15.7,53,115,5,9,953,1015.2
02-01-2025,05:30:00,0,0,26.9,19,27,23,16,51,134,4,11,952.9,1014.9
02-01-2025,05:45:00,0,0,27.2,19,27.4,23.2,15.6,49,159,5,12,952.7,1014.6
02-01-2025,06:00:00,0,0,27.4,19,27.7,23.35,15.5,48,118,7,12,952.5,1014.4
02-01-2025,06:15:00,0,0,28,19,28.2,23.6,15,45,99,5,11,952.5,1014.3
02-01-2025,06:30:00,0,0,28.5,19,28.6,23.8,15.5,45,99,4,12,952.2,1013.8
02-01-2025,06:45:00,0,0,28.8,19,28.9,23.95,14.3,41,113,7,12,952,1013.6
02-01-2025,07:00:00,0,0,29,19,29.2,24.1,12.9,37,113,6,15,951.7,1013.2
02-01-2025,07:15:00,0,0,29.8,19,30,24.5,12.4,34,115,5,12,951.4,1012.7
02-01-2025,07:30:00,0,0,30.6,19,30.7,24.85,13.5,35,109,4,11,951,1012.1
02-01-2025,07:45:00,0,0,30.3,19,30.9,24.95,11.9,32,83,7,15,950.7,1011.9
02-01-2025,08:00:00,0,0,30.7,19,31,25,11.8,31,106,6,13,950.7,1011.8
02-01-2025,08:15:00,0,0,30.9,19,31.1,25.05,11.4,30,100,6,12,950.4,1011.4
02-01-2025,08:30:00,0,0,31.3,19,31.6,25.3,10.2,27,106,7,12,950,1010.9
02-01-2025,08:45:00,0,0,31.2,19,31.6,25.3,10.1,27,130,7,12,949.7,1010.6
02-01-2025,09:00:00,0,0,31.6,19,31.9,25.45,9.3,25,116,7,12,949.7,1010.5
02-01-2025,09:15:00,0,0,31.8,19,32,25.5,8.9,24,98,8,14,949.5,1010.3
02-01-2025,09:30:00,0,0,32.1,19,32.2,25.6,9.1,24,101,8,14,949.5,1010.2
02-01-2025,09:45:00,0,0,32.3,19,32.4,25.7,8.7,23,94,5,16,949.5,1010.2
02-01-2025,10:00:00,0,0,32,19,32.4,25.7,9.1,24,88,6,14,949.5,1010.2
02-01-2025,10:15:00,0,0,32.1,19,32.4,25.7,9.1,24,91,5,11,949.4,1010.1
02-01-2025,10:30:00,0,0,32.1,19,32.4,25.7,9.1,24,132,7,12,949.4,1010.1
02-01-2025,10:45:00,0,0,32,19,32.4,25.7,9.1,24,116,6,12,949.4,1010.1
02-01-2025,11:00:00,0,0,32.1,19,32.4,25.7,9.8,25,128,6,11,949.4,1010.1
02-01-2025,11:15:00,0,0,31.6,19,32.4,25.7,9.9,26,128,5,10,949.4,1010.2
02-01-2025,11:30:00,0,0,31.5,19,32.4,25.7,9.8,26,131,5,9,949.2,1010
02-01-2025,11:45:00,0,0,31.2,19,32.4,25.7,10.1,27,135,5,8,949.5,1010.4
02-01-2025,12:00:00,0,0,30.6,30.6,32.4,31.5,10.1,28,130,3,8,949.5,1010.5
02-01-2025,12:15:00,0,0,30.2,30.3,30.7,30.5,10.3,29,131,2,6,949.5,1010.6
02-01-2025,12:30:00,0,0,27.8,27.8,30.7,29.25,13,40,266,1,3,949.7,1011.3
02-01-2025,12:45:00,0,0,25.1,25.2,30.7,27.95,13,47,266,1,2,949.7,1011.9
02-01-2025,13:00:00,0,0,23.7,23.7,30.7,27.2,13,51,271,2,3,950,1012.5
02-01-2025,13:15:00,0,0,22.8,22.8,30.7,26.75,13.3,55,269,2,3,950.2,1012.9
02-01-2025,13:30:00,0,0,22.2,22.3,30.7,26.5,13.3,57,266,2,3,950.4,1013.3
02-01-2025,13:45:00,0,0,21.9,21.9,30.7,26.3,13.3,58,277,1,3,950.5,1013.4
02-01-2025,14:00:00,0,0,21.2,21.2,30.7,25.95,13.6,62,280,1,1,950.5,1013.6
02-01-2025,14:15:00,0,0,20.8,20.8,30.7,25.75,13.3,62,280,2,2,950.7,1013.9
02-01-2025,14:30:00,0,0,20.4,20.4,30.7,25.55,13.4,64,16,2,4,951,1014.3
02-01-2025,14:45:00,0,0,20.5,20.4,30.7,25.55,13.2,63,239,1,4,951.2,1014.5
02-01-2025,15:00:00,0,0,20.2,20.2,30.7,25.45,13.2,64,258,1,2,951.5,1014.9
02-01-2025,15:15:00,0,0,20.1,20.1,30.7,25.4,13.1,64,265,2,2,951.7,1015.1
02-01-2025,15:30:00,0,0,19.5,19.5,30.7,25.1,13,66,266,2,2,951.9,1015.5
02-01-2025,15:45:00,0,0,19.5,19.4,30.7,25.05,13,66,271,2,3,952,1015.6
02-01-2025,16:00:00,0,0,19.5,19.4,30.7,25.05,13,66,272,3,3,952,1015.6
02-01-2025,16:15:00,0,0,19.3,19.3,30.7,25,13,67,266,1,2,952,1015.6
02-01-2025,16:30:00,0,0,19,19,30.7,24.85,13,68,272,2,3,952.2,1015.9
02-01-2025,16:45:00,0,0,18.7,18.8,30.7,24.75,13.1,70,299,1,2,952.2,1016
02-01-2025,17:00:00,0,0,18.6,18.5,30.7,24.6,13.2,71,270,1,1,952.2,1016
02-01-2025,17:15:00,0,0,18.5,18.5,30.7,24.6,12.9,70,270,1,2,952.2,1016
02-01-2025,17:30:00,0,0,18.3,18.3,30.7,24.5,12.9,71,269,2,2,952.2,1016.1
02-01-2025,17:45:00,0,0,18.2,18.1,30.7,24.4,13.5,74,279,1,2,952.2,1016.1
02-01-2025,18:00:00,0,0,18.1,18.1,30.7,24.4,13,72,269,2,2,952,1015.9
02-01-2025,18:15:00,0,0,17.9,17.9,30.7,24.3,13,73,294,1,2,952,1015.9
02-01-2025,18:30:00,0,0,17.4,17.3,30.7,24,12.7,74,273,1,2,952,1016.1
02-01-2025,18:45:00,0,0,17.3,17.2,30.7,23.95,12.4,73,290,2,2,951.9,1016
02-01-2025,19:00:00,0,0,17.2,17.2,30.7,23.95,12.7,75,295,1,2,951.9,1016
02-01-2025,19:15:00,0,0,17.3,17.1,30.7,23.9,12.8,75,262,1,2,951.7,1015.8
02-01-2025,19:30:00,0,0,17.1,17.1,30.7,23.9,12.6,75,161,1,2,951.7,1015.8
02-01-2025,19:45:00,0,0,16.7,16.7,30.7,23.7,12.6,77,263,1,2,951.7,1015.9
02-01-2025,20:00:00,0,0,17.1,16.7,30.7,23.7,12.6,75,280,1,2,951.5,1015.6
02-01-2025,20:15:00,0,0,17,16.7,30.7,23.7,12.3,74,265,2,2,951.5,1015.6
02-01-2025,20:30:00,0,0,16.6,16.7,30.7,23.7,12.1,75,268,1,2,951.4,1015.6
02-01-2025,20:45:00,0,0,16.4,16.5,30.7,23.6,12.3,77,286,1,1,951.2,1015.4
02-01-2025,21:00:00,0,0,16,16,30.7,23.35,12.3,79,300,0,1,951,1015.3
02-01-2025,21:15:00,0,0,15.7,15.7,30.7,23.2,12.2,80,270,0,1,950.9,1015.3
02-01-2025,21:30:00,0,0,15.3,15.3,30.7,23,12,81,298,1,1,950.7,1015.1
02-01-2025,21:45:00,0,0,15.1,15.1,30.7,22.9,12.2,83,271,1,1,950.7,1015.2
02-01-2025,22:00:00,0,0,15,15.1,30.7,22.9,12.1,83,270,1,2,950.5,1015
02-01-2025,22:15:00,0,0,15,14.9,30.7,22.8,12.3,84,275,1,1,950.7,1015.2
02-01-2025,22:30:00,0,0,15,14.9,30.7,22.8,12.3,84,260,1,2,950.7,1015.2
02-01-2025,22:45:00,0,0,14.6,14.6,30.7,22.65,11.9,84,275,1,1,950.7,1015.3
02-01-2025,23:00:00,0,0,14.3,14.4,30.7,22.55,12,86,286,0,1,950.7,1015.4
02-01-2025,23:15:00,0,0,14.3,14.2,30.7,22.45,12.1,87,253,1,1,950.7,1015.4
02-01-2025,23:30:00,0,0,14.1,14.1,30.7,22.4,12.1,88,284,0,1,950.9,1015.6
02-01-2025,23:45:00,0,0,13.9,13.8,30.7,22.25,12.1,89,297,0,1,950.9,1015.7
03-01-2025,00:00:00,0,0,13.9,13.8,30.7,22.25,12.1,89,296,1,1,951,1015.8
03-01-2025,00:15:00,0,0,13.9,13.8,30.7,22.25,12.2,90,281,1,1,951,1015.8
03-01-2025,00:30:00,0,0,14.1,13.8,30.7,22.25,12.4,90,268,1,1,951.2,1016
03-01-2025,00:45:00,0,0,13.8,13.8,30.7,22.25,12,89,319,1,2,951.5,1016.3
03-01-2025,01:00:00,0,0,13.7,13.7,30.7,22.2,12,90,292,1,1,951.5,1016.4
03-01-2025,01:15:00,0,0,13.6,13.5,30.7,22.1,12,90,268,0,1,951.7,1016.6
03-01-2025,01:30:00,0,0,13.4,13.4,30.7,22.05,11.9,91,245,0,1,952,1017
03-01-2025,01:45:00,0,0,13.3,13.2,30.7,21.95,11.8,91,297,0,1,952.2,1017.2
03-01-2025,02:00:00,0,0,13.4,13.2,30.7,21.95,12.1,92,275,0,1,952.5,1017.5
03-01-2025,02:15:00,0,0,14,13.2,30.7,21.95,12.7,92,93,0,0,952.7,1017.6
03-01-2025,02:30:00,0,0,15.5,13.2,30.7,21.95,14.2,92,84,0,1,952.9,1017.4
03-01-2025,02:45:00,0,0,17.7,13.2,30.7,21.95,16,90,88,0,1,953,1017.1
03-01-2025,03:00:00,0,0,20.2,13.2,20.2,16.7,16.2,78,197,0,2,953.2,1016.7
03-01-2025,03:15:00,0,0,22,20.2,22.1,21.15,14.6,63,95,1,3,953.5,1016.6
03-01-2025,03:30:00,0,0,23.3,20.2,23.3,21.75,14.9,59,62,1,2,953.7,1016.5
03-01-2025,03:45:00,0,0,24,20.2,24.1,22.15,14.2,54,104,2,4,953.9,1016.6
03-01-2025,04:00:00,0,0,24.3,20.2,24.6,22.4,12,46,110,4,7,954,1016.6
03-01-2025,04:15:00,0,0,24.7,20.2,24.8,22.5,11.3,43,109,6,9,954,1016.6
03-01-2025,04:30:00,0,0,25.4,20.2,25.4,22.8,10.5,39,119,5,10,954,1016.4
03-01-2025,04:45:00,0,0,26.1,20.2,26.2,23.2,10.3,37,126,4,9,954,1016.3
03-01-2025,05:00:00,0,0,26.4,20.2,26.5,23.35,9.8,35,88,5,11,954,1016.2
03-01-2025,05:15:00,0,0,26.9,20.2,27,23.6,9.4,33,113,6,13,953.9,1016
03-01-2025,05:30:00,0,0,26.8,20.2,27.2,23.7,6.3,27,119,10,15,953.7,1015.8
03-01-2025,05:45:00,0,0,27.2,20.2,27.4,23.8,8.2,30,135,7,15,953.5,1015.5
03-01-2025,06:00:00,0,0,27.7,20.2,28,24.1,8.7,30,102,7,13,953.2,1015.1
03-01-2025,06:15:00,0,0,28.6,20.2,28.7,24.45,8.9,29,119,4,10,953.2,1014.9
03-01-2025,06:30:00,0,0,28.1,20.2,28.7,24.45,8.5,29,95,6,13,952.9,1014.7
03-01-2025,06:45:00,0,0,28.5,20.2,28.8,24.5,8.8,29,124,7,12,952.5,1014.1
03-01-2025,07:00:00,0,0,28.6,20.2,28.9,24.55,9.4,30,115,8,12,952.4,1014
03-01-2025,07:15:00,0,0,28.8,20.2,29.1,24.65,8.1,27,139,7,14,952,1013.6
03-01-2025,07:30:00,0,0,29,20.2,29.3,24.75,7.1,25,124,7,11,951.7,1013.2
03-01-2025,08:00:00,0,0,29.7,20.2,30,25.1,4.5,20,136,7,13,951,1012.3
03-01-2025,08:15:00,0,0,30.4,20.2,30.8,25.5,6.4,22,123,5,12,950.9,1012
03-01-2025,08:30:00,0,0,30,20.2,30.8,25.5,4.7,20,123,8,13,950.7,1011.9
03-01-2025,08:45:00,0,0,30.4,20.2,30.8,25.5,5.1,20,105,6,11,950.5,1011.6
03-01-2025,09:00:00,0,0,30.9,20.2,31,25.6,5.5,20,118,3,13,950.2,1011.2
03-01-2025,09:15:00,0,0,30.9,20.2,31.2,25.7,6.2,21,126,6,11,950,1011
03-01-2025,09:30:00,0,0,31.3,20.2,31.3,25.75,6.5,21,108,4,12,949.9,1010.8
03-01-2025,09:45:00,0,0,31.1,20.2,31.4,25.8,4.9,19,104,7,11,949.7,1010.6
03-01-2025,10:00:00,0,0,31.1,20.2,31.5,25.85,4.1,18,97,6,12,949.5,1010.4
03-01-2025,10:15:00,0,0,31.1,20.2,31.6,25.9,4.9,19,111,8,13,949.5,1010.4
03-01-2025,10:30:00,0,0,31.1,20.2,31.6,25.9,5.7,20,94,6,10,949.5,1010.4
03-01-2025,10:45:00,0,0,31.2,20.2,31.6,25.9,5,19,90,4,9,949.4,1010.3
03-01-2025,11:00:00,0,0,30.8,20.2,31.6,25.9,4.7,19,87,6,11,949.4,1010.4
03-01-2025,11:30:00,0,0,30.6,20.2,31.6,25.9,6.6,22,121,5,10,949.2,1010.2
03-01-2025,11:45:00,0,0,30,20.2,31.6,25.9,6.7,23,127,4,8,949.2,1010.3
03-01-2025,12:00:00,0,0,29.6,29.6,31.6,30.6,7,24,125,3,7,949.2,1010.4
03-01-2025,12:15:00,0,0,29.2,29.2,29.6,29.4,7.8,26,138,1,6,949.2,1010.5
03-01-2025,12:30:00,0,0,26.4,26.4,29.6,28,9.8,35,271,1,2,949.4,1011.3
03-01-2025,12:45:00,0,0,23.7,23.7,29.6,26.65,9.7,41,272,2,3,949.5,1012
03-01-2025,13:00:00,0,0,22.5,22.5,29.6,26.05,10.3,46,282,1,3,949.5,1012.2
03-01-2025,13:15:00,0,0,21.6,21.6,29.6,25.6,10.2,48,271,2,3,949.5,1012.4
03-01-2025,13:30:00,0,0,20.9,20.9,29.6,25.25,10.4,51,267,3,3,949.7,1012.8
03-01-2025,13:45:00,0,0,20.5,20.6,29.6,25.1,10.6,53,267,2,3,949.7,1012.9
03-01-2025,14:00:00,0,0,20,20,29.6,24.8,10.7,55,269,2,3,950,1013.3
03-01-2025,14:15:00,0,0,19.7,19.8,29.6,24.7,10.7,56,233,0,2,950.2,1013.6
03-01-2025,14:30:00,0,0,19.1,19.2,29.6,24.4,11.9,63,268,2,2,950.2,1013.7
03-01-2025,14:45:00,0,0,18.5,18.5,29.6,24.05,12,66,350,0,2,950.5,1014.2
03-01-2025,15:00:00,0,0,17.9,17.9,29.6,23.75,11.2,65,303,1,4,950.5,1014.3
03-01-2025,15:15:00,0,0,18.1,17.8,29.6,23.7,11.2,64,263,1,2,950.7,1014.5
03-01-2025,15:30:00,0,0,18.1,17.8,29.6,23.7,11.6,66,264,1,2,950.9,1014.7
03-01-2025,15:45:00,0,0,17.9,17.8,29.6,23.7,10.8,63,270,2,3,950.9,1014.8
03-01-2025,16:00:00,0,0,17.9,17.6,29.6,23.6,10.5,62,266,2,2,951,1014.9
03-01-2025,16:15:00,0,0,17.7,17.6,29.6,23.6,10.3,62,255,1,2,951,1014.9
03-01-2025,16:30:00,0,0,17.5,17.5,29.6,23.55,10.6,64,286,1,2,951,1015
03-01-2025,16:45:00,0,0,17.2,17.2,29.6,23.4,9.9,62,269,2,2,951.2,1015.2
03-01-2025,17:00:00,0,0,17.1,17,29.6,23.3,10.5,65,252,1,2,951.2,1015.3
03-01-2025,17:15:00,0,0,17,16.9,29.6,23.25,10.4,65,269,1,2,951.2,1015.3
03-01-2025,17:30:00,0,0,16.8,16.8,29.6,23.2,10.4,66,280,1,2,951,1015.1
03-01-2025,17:45:00,0,0,16.4,16.4,29.6,23,11.3,72,282,1,1,950.9,1015.1
03-01-2025,18:00:00,0,0,16.4,16.2,29.6,22.9,10.9,70,303,1,1,950.7,1014.9
03-01-2025,18:15:00,0,0,16.1,16.2,29.6,22.9,11,72,297,0,1,950.7,1015
03-01-2025,18:30:00,0,0,15.8,15.7,29.6,22.65,11,73,275,1,1,950.5,1014.8
03-01-2025,18:45:00,0,0,15.7,15.6,29.6,22.6,10.6,72,268,2,3,950.4,1014.7
03-01-2025,19:00:00,0,0,15.5,15.5,29.6,22.55,10.7,73,285,1,2,950.4,1014.8
03-01-2025,19:15:00,0,0,15.1,15.1,29.6,22.35,10.3,73,274,2,2,950.2,1014.7
